Dataset 1: Glass
K-NN Classifier Fold 1:
k=1
Accuracy: 84.62
   Actual  Predicted
722     8.0   9.196834
723     4.0   6.687628
724     9.0  10.012721
725     9.0  11.444293
726    17.0  12.388585
727     7.0   6.775334
728     6.0   6.997789
729     7.0   8.560506
730     9.0  11.400941
731    13.0   6.894937
732    11.0   9.509833
733     8.0   6.957054
734     9.0  11.105960
735    13.0  11.302495
736     9.0  11.136060
737    13.0  10.072987
738     9.0  10.240937
739     8.0  11.068342
740    14.0   9.757664
741    11.0  11.383128
742    15.0  11.445806
743     8.0   6.984038
744     9.0  10.151688
745     8.0   6.679257
746    10.0  11.280037
747     9.0   6.913603
748    11.0  11.560378
749    12.0  11.348108
750    12.0  11.924583
751    10.0  11.002628

K-NN Regression Fold 5:
k=5
MSE: 0.62
     Actual  Predicted
0      11.0  11.992890
1       7.0   8.477542
2      15.0   9.954396
3       9.0  10.883337
4       8.0  10.581784
5       8.0   9.646203
6      17.0  12.394881
7       9.0   9.502942
8       5.0   6.601063
9       9.0  11.534521
10      9.0  11.143006
11     11.0  10.973991
12      7.0   7.614389
13      9.0   8.975515
14     10.0  11.168617
15     10.0  11.048828
16      8.0   8.752545
17     12.0  11.055888
18     13.0  11.463884
19      8.0   8.870242
20     10.0   9.291723
21      9.0  12.358017
22      9.0  10.914044
23      9.0   9.739373
24      7.0   8.109419
25     10.0  11.434716
26     11.0  11.836684
27      9.0  11.144376
28     13.0  10.632648
29      9.0  10.663787
30     11.0  11.594807
31     15.0  11.222459
32     10.0  10.795764
33     10.0  10.579660
34      6.0   6.765851
35      9.0  11.998351
36     11.0  10.241785
37     10.0  11.375298
38     10.0  11.455167
39     14.0  11.197154
40     13.0  10.895287
41      6.0   7.542461
42     16.0  10.788709
43      8.0  10.774901
44      8.0   8.824016
45     10.0  11.276547
46      8.0   9.430562
47     11.0  10.469994
48     11.0  10.478483
49      7.0   6.818265
50      5.0   6.907292
51      8.0   9.032495
52      7.0   6.887740
53      8.0   6.642979
54      7.0   7.316275
55     11.0  11.309675
56     12.0  10.357294
57      8.0  10.465900
58      8.0   8.959411
59      8.0   9.904490
60     13.0  12.189697
61     21.0   9.693484
62     12.0  11.306056
63     10.0  11.835773
64     15.0  11.072426
65      5.0   6.584723
66     18.0  11.341224
67      9.0  11.299242
68     11.0   9.689923
69      8.0  11.336357
70      7.0   6.700871
71     15.0  11.056959
72     14.0  11.307434
73     11.0  12.343204
74      8.0   9.198346
75      8.0   9.709034
76      9.0  10.146360
77      8.0  10.188858
78     12.0  12.298192
79     10.0  10.796624
80      7.0   9.260219
81      6.0   6.794878
82      9.0  11.642186
83     10.0  11.887461
84     13.0  10.646102
85      9.0  11.095612
86      9.0  11.179266
87     10.0  11.241102
88      7.0   7.467816
89     11.0  12.176851
90     13.0  10.496475
91     11.0   9.409173
92      8.0   8.409943
93      6.0   6.823336
94      8.0  10.381029
95     17.0  10.499477
96      8.0   9.668912
97      9.0  10.754241
98      8.0  10.809014
99      6.0   8.350196
100    14.0  11.069854
101     6.0   8.635904
102     6.0   6.851111
103    12.0   8.883322
104    11.0  12.261732
105     8.0   7.446132
106     6.0   7.005727
107    14.0  11.098980
108     9.0  11.363377
109    10.0  11.050964
110    18.0  12.036082
111     8.0  10.395330
112    12.0  10.458502
113     7.0   9.476571
114     8.0   9.656676
115     9.0  11.138696
116    10.0  10.246642
117    13.0   9.184876
118     9.0   7.696028
119     8.0  10.849395
120     6.0   6.691850
121    11.0  11.404524
122     9.0   6.826389
123     9.0  12.114812
124    16.0  11.846765
125    11.0  12.153942
126     8.0  11.336852
127    13.0  11.408117
128     8.0  11.237471
129     8.0   8.311136
130     8.0  10.685642
131     4.0   6.578303
132     8.0   8.941081
133     8.0  10.417946
134     9.0  11.008187
135     5.0   6.591136
136    11.0  10.579952
137     6.0   6.699097
138    11.0  11.250164
139    11.0  11.332765
140    17.0  11.541064
141    10.0  12.422020
142     6.0   6.630452
143    10.0  10.332722
144    16.0  11.552290
145     6.0   7.607182
146     7.0   7.864800
147    12.0  12.435003
148    13.0  10.454500
149     8.0   7.736202
150     7.0  10.268613
151    15.0  11.070755
152    10.0  11.130194
153    11.0  11.017550
154    11.0  11.551756
155     8.0  10.252101
156     9.0   9.590153
157     5.0   6.648479
158    13.0  10.794752
159     7.0   6.949641
160     3.0   6.578298
161     8.0  11.228512
162     8.0   7.422766
163    11.0  11.118007
164    13.0  10.857050
165     5.0   6.748208
166    13.0  11.243438
167    11.0  11.539784
168    10.0  12.417520
169    10.0  11.172984
170     9.0   9.195442
171     8.0  11.051885
172     7.0  10.284215
173    13.0  11.384232
174     9.0  10.773861
175     6.0   8.442308
176     7.0   9.003479
177    12.0  10.873009
178     8.0   9.543718
179    14.0  12.436347
180    12.0  10.644385
181     9.0  11.220148
182     9.0   9.143306
183     9.0  11.236754
184    11.0  11.062268
185     9.0   9.751610
186     8.0  11.191074
187    15.0  11.034038
188     7.0   7.081239
189     8.0  10.181625
190    10.0  11.063000
191     9.0  11.750744
192     9.0  12.059222
193     5.0   7.622461
194     9.0  11.029726
195     4.0   6.587240
196     7.0   7.769617
197    10.0   9.039794
198    17.0  10.810559
199    10.0  10.933883
200    11.0  10.204883
201     6.0   6.677010
202    16.0  12.409156
203     8.0   9.382742
204     6.0   6.603674
205     9.0   9.187160
206    11.0  11.926929
207    20.0  11.060961
208    10.0  10.501848
209    11.0  12.255152
210     7.0   8.040351
211     8.0  10.174721
212    11.0  11.531186
213     3.0   6.577477
214     8.0   6.956559
215     7.0   7.015573
216    12.0  12.431325
217    11.0  11.206189
218     6.0   6.750284
219    10.0  12.044565
220     8.0   9.688243
221    10.0  10.607678
222     8.0  10.795093
223    14.0  10.233729
224     6.0   7.763041
225    15.0  10.118842
226     8.0  11.100530
227     8.0   8.284200
228     6.0   7.447266
229    15.0  10.046602
230    10.0  10.054188
231     8.0  10.692149
232     9.0  11.467809
233     9.0  10.853194
234    14.0  12.178486
235    13.0   9.920080
236     7.0   6.793939
237    10.0  11.604074
238     7.0  10.151259
239     7.0  10.809486
240    12.0  11.929892
241     7.0   6.678508
242     9.0  10.945832
243    17.0  11.226905
244    12.0  11.301033
245     8.0   7.128256
246    13.0   9.484163
247    10.0  11.052339
248     9.0   8.655830
249     9.0   9.865531
250    10.0  10.669017
251     9.0  10.566266
252    10.0  11.443927
253     8.0  10.698508
254    11.0  10.705058
255    16.0   8.996948
256    10.0  11.935922
257     9.0  11.041696
258    11.0  12.312056
259     7.0   6.891475
260    10.0   7.251879
261    11.0  11.203808
262    10.0  10.881106
263     8.0   7.306464
264    17.0  11.332229
265    10.0  11.334556
266    11.0  12.346316
267     8.0   7.423126
268     7.0   7.682516
269     8.0   7.280173
270    13.0   9.781595
271    10.0  11.208876
272     6.0   6.660230
273    11.0  11.544636
274     8.0   9.752550
275     9.0   9.011612
276     8.0  11.721907
277    13.0  11.678212
278    11.0   9.637665
279    10.0  11.162022
280     8.0  11.035589
281     9.0  11.209000
282     9.0  11.600434
283     7.0   8.901327
284     7.0   8.770753
285     9.0   9.305673
286    10.0  10.056947
287     8.0   9.473154
288     7.0   6.626319
289    10.0  10.661942
290    10.0  11.139673
291     8.0   7.546934
292     9.0   9.843941
293    11.0  12.221769
294     9.0   9.129220
295    13.0   9.977241
296    12.0  10.887385
297     8.0  10.821103
298     8.0  11.319809
299     7.0   7.896921
300     7.0   9.584623
301     9.0  11.507617
302     9.0   9.759231
303    10.0  10.896084
304     8.0   9.401329
305     9.0   6.803388
306    13.0  10.049969
307     8.0   8.066406
308    10.0   6.840550
309     4.0   6.579835
310    10.0   9.363033
311     9.0  11.501980
312     7.0   7.075479
313     6.0   8.226752
314     5.0   6.678651
315     9.0   8.529110
316     7.0   7.117489
317    13.0   9.615078
318    14.0   9.420930
319     8.0   9.374674
320    15.0  10.923405
321    11.0   9.465688
322    12.0  10.395833
323    16.0  11.301919
324    11.0   9.947186
325     4.0   6.619955
326     7.0   7.462223
327    11.0  11.270196
328     5.0   6.611281
329     8.0  10.372049
330     7.0  11.423545
331    10.0  11.181595
332    10.0  11.017670
333    11.0  12.370109
334    11.0  10.822166
335     8.0  10.746076
336     9.0  11.543747
337    19.0  10.933577
338     6.0   6.747910
339    15.0  10.908576
340    13.0  12.343801
341    13.0  11.434794
342    12.0  12.034564
343     9.0  10.650336
344     9.0   8.046038
345    10.0  11.550838
346     7.0   6.743679
347    13.0   9.733824
348     9.0  11.189793
349    12.0  11.324411
350     9.0  11.287691
351    11.0  11.105817
352     3.0   6.588524
353     6.0   7.138765
354    11.0  11.426467
355     8.0  10.043979
356     8.0   9.553333
357     9.0  11.181625
358    14.0  11.404701
359    19.0   9.985282
360     7.0  10.879940
361     9.0  10.658092
362     8.0  10.907661
363    14.0  12.012185
364    11.0  11.400886
365     6.0   8.161147
366     7.0   9.204306
367    11.0  10.616057
368     8.0   9.477164
369     9.0  10.700447
370     9.0  10.749704
371    10.0   9.762663
372    23.0  11.456735
373     8.0  10.547429
374     9.0  10.438919
375     7.0   8.164630
376    12.0  10.999066
377    10.0  10.533853
378    10.0  10.868349
379     8.0  11.156817
380    10.0  11.948410
381    17.0  10.854864
382    11.0  10.903174
383     9.0   9.163295
384    15.0  10.683407
385     8.0   9.429353
386     8.0   8.755927
387     8.0  10.498483
388     8.0   8.986349
389    11.0  11.269982
390     6.0   9.557756
391    14.0  11.301040
392    14.0   7.345249
393    11.0   9.433034
394     8.0   9.592294
395     5.0   6.595179
396    19.0  12.414736
397     9.0  10.811171
398    14.0  10.635892
399    12.0   9.936421
400     9.0  10.893848
401     9.0  10.933153
402     8.0   9.112551
403    15.0   9.960720
404    16.0   9.691839
405     9.0  10.974790
406    10.0  11.052919
407     8.0   8.952216
408    11.0  10.930614
409     4.0   6.578351
410     9.0  11.203873
411     6.0   7.458540
412    11.0  10.941480
413     9.0  10.712260
414    12.0  10.959785
415    10.0  11.783246
416     9.0  10.776911
417     6.0   7.701566
418     6.0   6.838101
419     8.0  10.321366
420    11.0  11.385220
421     6.0   6.619788
422    13.0   9.850202
423     7.0   6.633257
424     9.0   9.038940
425     8.0   8.852595
426    10.0  12.364639
427     5.0   6.598632
428     9.0  10.963180
429    10.0  11.474967
430     7.0   8.030404
431     7.0   8.724646
432     5.0   6.724736
433     8.0  10.197007
434    10.0  10.903735
435     7.0   6.874989
436    10.0   7.975158
437     8.0  10.216909
438    14.0  11.242295
439     8.0   9.921541
440    13.0  10.616639
441     7.0  10.332403
442     7.0   6.664832
443    10.0  10.540984
444     8.0   7.881930
445    13.0  11.200934
446    10.0  11.172040
447    11.0  11.411075
448    10.0  10.638249
449     9.0  11.401496
450     7.0   8.020955
451    10.0   9.056127
452    18.0  11.550449
453    12.0  11.392247
454     8.0   8.972808
455     8.0   9.361473
456     6.0   6.908160
457    18.0  11.656460
458    16.0  11.261640
459    13.0  12.374493
460     7.0   6.742676
461    10.0  11.071676
462     6.0  10.321782
463     9.0  11.582584
464    14.0  11.150778
465     9.0  10.807749
466    15.0  11.424307
467     8.0   8.808620
468     9.0  10.298658
469    11.0  11.022664
470     9.0  10.171045
471     9.0   8.416983
472    12.0  10.117873
473     8.0   9.275283
474     6.0   6.945997
475     9.0  10.172520
476     9.0  10.736573
477    11.0  12.345810
478    18.0  11.648574
479    11.0  11.405480
480     7.0   9.698193
481    10.0  10.717514
482     8.0   9.571093
483     7.0   8.993127
484    14.0   9.316490
485    14.0  10.827708
486     9.0   9.800371
487     6.0   6.858319
488    11.0  11.391891
489     9.0  10.612355
490     6.0   7.886790
491     8.0   9.035066
492    12.0   8.997170
493     8.0   9.815811
494    15.0   9.591795
495     8.0   8.621405
496     8.0   8.225349
497     8.0   9.060573
498    12.0   8.542630
499     9.0  10.843771
500    10.0  10.955908
501     9.0  12.141243
502     8.0   9.802423
503     8.0  11.078472
504    10.0  11.213564
505    13.0  11.795306
506    11.0  11.022723
507    12.0  12.105299
508    12.0  10.489445
509     8.0   9.255782
510    11.0   9.559219
511    10.0  11.898920
512     8.0   7.698606
513    17.0  11.530709
514     8.0   8.837056
515     8.0   9.058533
516     9.0  10.098307
517     9.0   9.250153
518    15.0  10.755815
519    13.0   8.985221
520    10.0  10.131303
521     9.0  10.773975
522     8.0   9.931354
523    10.0  11.265148
524     5.0   7.098749
525    11.0  11.561092
526     8.0  10.815965
527     7.0   7.001858
528    12.0  10.836949
529    11.0  12.079608
530    12.0   9.700635
531    20.0  11.188937
532     9.0   7.471192
533     6.0   9.581133
534     8.0   7.568365
535     9.0  10.502939
536    11.0  10.458830
537    10.0  10.560070
538     6.0   7.872500
539     7.0  11.377593
540    20.0  10.325197
541     6.0   8.139331
542    12.0  11.088483
543    10.0  10.196517
544     7.0   7.547679
545     8.0   6.967772
546    10.0  12.269271
547    13.0  10.416742
548    10.0   8.125323
549     9.0   8.821128
550     7.0   7.122563
551    13.0   9.237535
552    18.0  12.418128
553    12.0   9.993251
554     9.0  11.789139
555    11.0   7.189710
556     7.0   6.601325
557    11.0  10.307431
558     8.0   9.294664
559     9.0  10.857915
560     7.0  10.909965
561     6.0   7.093146
562     7.0   9.463510
563    16.0   9.084115
564     9.0  11.967343
565     6.0   8.879161
566     9.0  10.531654
567     6.0   9.065441
568    13.0  10.899430
569    11.0  11.253493
570    12.0  10.285391
571     7.0   7.124019
572    11.0  11.906561
573    11.0  10.594607
574    10.0  12.436815
575    17.0  11.199752
576    10.0  11.941831
577    11.0   9.089269
578     5.0   6.590729
579     8.0   8.943566
580    10.0  11.288974
581     5.0   6.603255
582    19.0  10.777031
583     8.0   8.627910
584     6.0   6.794474
585     9.0  11.171394
586     9.0   9.281662
587     9.0  11.460875
588    11.0  11.266048
589    10.0  12.425345
590     9.0  10.792077
591     8.0   7.187349
592     9.0  11.477897
593     9.0  10.872789
594     5.0   7.433894
595     7.0   8.654606
596    11.0  10.914238
597     7.0   7.418851
598     9.0   9.032386
599    12.0  12.287406
600    11.0  12.177991
601     5.0   8.276446
602     8.0   9.185023
603    12.0  11.196029
604     7.0   7.236263
605    10.0  11.324715
606     9.0   9.852166
607     9.0  11.288476
608     8.0  10.523718
609     4.0   6.609316
610     8.0   9.149776
611    10.0  10.313448
612     7.0   7.121224
613     9.0  11.188108
614     8.0   9.441891
615    19.0  10.539886
616    11.0  11.104859
617     8.0  10.681526
618     7.0   7.118678
619     8.0   6.797924
620    11.0  10.811388
621     6.0   7.856856
622     6.0   6.841072
623    12.0  11.295850
624    10.0  11.241572
625    11.0  11.208039
626     8.0  11.395420
627    13.0   9.103121
628    10.0  10.103245
629    10.0  11.554559
630    11.0  11.821646
631    13.0  12.305721
632     9.0  10.235443
633     8.0  10.757174
634    11.0  11.809443
635     5.0   6.654800
636    13.0  11.673478
637    12.0   8.761258
638    10.0  10.860933
639     6.0   7.331375
640    10.0  11.320246
641     9.0  10.650347
642     9.0  10.617540
643    13.0   7.593464
644    11.0   8.913215
645    11.0  10.350198
646    10.0  11.532747
647     9.0   7.174483
648    12.0  12.157703
649    10.0  11.975002
650    15.0  11.059097
651    11.0  11.708266
652    11.0   6.673792
653    14.0   9.827515
654     6.0   6.614900
655    10.0   9.958984
656    21.0  11.073411
657     9.0  11.299542
658    15.0  12.313579
659    11.0  10.850538
660    10.0  11.162772
661    13.0  11.352286
662    10.0  11.042523
663    13.0  12.434296
664     9.0   9.494575
665     7.0   9.330774
666     8.0   7.696484
667     8.0   6.672308
668     8.0  10.238951
669     6.0   7.739996
670     9.0  11.738361
671     6.0   6.640692
672     9.0  11.322456
673    12.0  10.700324
674    19.0  11.990702
675    10.0   9.959425
676    22.0  11.983350
677    12.0  10.874368
678     8.0   8.289931
679     7.0   9.389445
680     4.0   6.580190
681     9.0  11.152446
682    15.0  10.491707
683    14.0  10.735359
684    10.0   8.456404
685     8.0  11.162185
686    10.0  10.669168
687    10.0  10.668856
688    11.0  11.198483
689     6.0   6.785441
690     7.0   8.322792
691     8.0  10.284597
692    10.0  11.050721
693    10.0  11.421975
694     7.0   8.501511
695    11.0  11.504770
696    13.0  11.175215
697    12.0  11.007474
698    10.0  11.067965
699    12.0  12.201202
700     7.0   7.280942
701    11.0  11.672708
702     7.0   8.845029
703     9.0  11.273891
704    10.0  11.414356
705     9.0  11.249647
706    16.0  11.730944
707    14.0  12.376214
708     8.0   9.362537
709     8.0  10.475991
710    11.0  11.469872
711    11.0  12.206792
712    12.0  12.382959
713    19.0  11.058561
714    11.0  11.599544
715    11.0   8.993054
716     9.0  10.751317
717    12.0  11.008817
718     9.0  11.175848
719     8.0   9.578119
720    10.0  10.564878
721    18.0  11.089969
722     6.0   6.728580
723    19.0  10.995326
724     9.0   9.569132
725     9.0  11.491465
726    14.0  11.403103
727     9.0  10.956887
728    11.0   8.371243
729     6.0   8.670028
730    12.0  11.981800
731     9.0   7.212344
732     6.0   7.203401
733    16.0  11.114999
734    17.0  11.466634
735     7.0   7.450137
736     9.0  11.187883
737    19.0  11.035605
738     9.0   8.502354
739     7.0   6.896137
740     8.0  10.925481
741     7.0   8.839992
742    10.0  11.158961
743     6.0   7.340393
744     7.0   9.310243
745     4.0   6.608706
746    11.0   8.434911
747    14.0  11.162857
748     7.0   8.879008
749    11.0  11.491976
750    13.0  11.144953
751    11.0  10.985316


Dataset 4: Abalone
K-NN Regression MSE:0.6666329608563364

E-NN Regression Fold 1:
k=5
MSE: 0.74
     Actual  Predicted
0       5.0   8.507923
1       8.0  10.670279
2       9.0   9.713491
3       9.0  10.292717
4       6.0   8.956639
5       9.0  10.901821
6      13.0  11.697011
7      10.0   9.843788
8       5.0   8.609179
9       8.0  10.810246
10      9.0  11.150250
11     11.0  10.998194
12      6.0   8.822479
13     13.0   9.523721
14     11.0  11.508731
15     11.0   9.883129
16      9.0  10.360042
17      6.0  10.223902
18      5.0   8.571865
19      7.0   9.348190
20     10.0  11.622018
21     15.0  11.484571
22      3.0   8.490287
23      9.0  11.114640
24     15.0  11.004059
25     10.0  11.037696
26     10.0  11.172194
27      7.0   8.730257
28     13.0  10.396413
29      9.0  11.409173
30     10.0  10.459508
31     11.0  11.470889
32      6.0   8.541005
33     14.0  10.710741
34     10.0   8.727730
35      6.0   9.500414
36      8.0  10.137836
37     12.0  11.880229
38     12.0  11.046711
39     14.0  11.015060
40      9.0   9.844606
41     11.0  10.654647
42      8.0   9.672040
43      5.0   8.632672
44     10.0  10.965960
45      7.0   9.422624
46      8.0   8.724390
47      7.0   9.378106
48     13.0   8.640296
49      6.0   9.061191
50     13.0  10.605709
51     11.0  11.630473
52      6.0   8.636587
53      8.0  10.365399
54      8.0   8.791348
55     12.0  11.647488
56      8.0   9.418033
57      9.0   9.458577
58      9.0   9.160474
59     10.0  10.882055
60      9.0  10.741977
61     12.0  11.643361
62     11.0  11.812337
63     13.0  11.306687
64      7.0   8.650241
65     12.0  10.417705
66      7.0   8.567094
67      9.0  11.662636
68      8.0   8.988987
69     10.0  11.075108
70     13.0  11.415346
71      9.0  11.171087
72     10.0  10.788319
73     11.0  10.715083
74      9.0  11.047252
75      7.0   9.324206
76     12.0  10.626950
77     10.0   9.081770
78      8.0  11.022430
79     11.0  10.303614
80     17.0  10.634038
81     10.0  10.987792
82     13.0   9.414581
83      8.0   9.628139
84      8.0   9.963152
85     13.0   9.148298
86     15.0  10.569213
87      7.0   8.839120
88     10.0   9.310099
89      5.0   8.602447
90     10.0   9.944501
91     14.0  11.029744
92     16.0   9.412276
93      9.0  11.178029
94      9.0  10.796883
95     10.0  11.414164
96      8.0   8.905927
97     11.0  11.667110
98      8.0  10.040064
99     12.0  11.364734
100    16.0  11.303974
101     9.0   9.870096
102    20.0  11.320332
103     5.0   8.567053
104    10.0  10.007315
105    16.0  10.864651
106     9.0  11.025090
107     8.0   9.608614
108     7.0   8.776014
109    15.0  10.162086
110    11.0   9.968372
111    13.0  10.449425
112    12.0  11.059807
113     8.0   8.916924
114     9.0  10.539736
115    10.0  10.545478
116     5.0   8.598056
117     4.0   8.556266
118     8.0   8.904380
119    12.0  10.341695
120    10.0  11.247014
121    11.0  11.430569
122     8.0  10.750470
123    11.0  11.721018
124     9.0  10.988544
125     8.0  10.319039
126     6.0   8.766800
127     8.0   9.238062
128    10.0  10.967596
129     7.0   9.306070
130    21.0   9.919186
131    11.0   8.707036
132     9.0   9.540746
133    16.0  11.327481
134     8.0  10.065334
135    15.0  10.503565
136    10.0  10.174504
137    11.0   9.224337
138    11.0  10.759924
139     5.0   8.510915
140    13.0  11.713779
141    10.0  10.322601
142    11.0  11.510865
143     5.0   8.552898
144     7.0   8.877226
145     8.0  11.068246
146    11.0  10.768289
147     6.0   8.779527
148     9.0   9.436722
149    10.0   9.613308
150     7.0   9.101009
151    11.0  11.062634
152     8.0   9.572094
153     8.0   9.239950
154     9.0   9.245653
155     8.0   8.872176
156    12.0  11.286119
157     9.0   9.303643
158     7.0   8.681937
159    10.0  11.029901
160    11.0  11.308253
161    14.0  11.419880
162    10.0  11.054187
163    26.0  11.016433
164    17.0  11.447207
165     6.0   8.539574
166    13.0  11.487467
167     8.0   8.577990
168    10.0   8.889429
169    21.0  10.647739
170    14.0  10.926057
171     7.0  10.637204
172     9.0   9.571831
173    15.0  10.963662
174     9.0  10.540442
175     8.0   9.799135
176    11.0  10.510116
177     8.0  10.237892
178    10.0  11.245716
179    10.0  10.549141
180    13.0  10.255975
181    11.0  11.648594
182     7.0   8.570205
183    10.0   9.513578
184    13.0  11.139921
185     6.0   8.736865
186    10.0  11.185233
187     8.0   9.420340
188     6.0   9.262256
189     9.0   9.533667
190     5.0   8.664114
191     4.0   8.704843
192     4.0   8.494276
193     7.0   8.840492
194     8.0   8.682276
195     9.0  10.761075
196    10.0  11.067468
197     7.0   9.261002
198    11.0  11.561318
199    15.0   9.541494
200     7.0   8.662258
201     8.0   9.364270
202    19.0  10.885814
203    11.0  10.528335
204    16.0   9.117024
205    10.0  11.473698
206    23.0  10.262619
207    11.0  10.732905
208    13.0  11.065154
209    19.0  10.822394
210    10.0   9.868126
211     8.0  10.781208
212    10.0  10.631601
213     8.0  10.308185
214     7.0   8.750715
215     7.0   8.855585
216     9.0  10.702712
217    17.0  10.689429
218    16.0  10.554284
219     5.0   8.837493
220    18.0  11.410023
221     9.0  10.965277
222    11.0  10.145412
223     8.0   9.404306
224    11.0  10.766171
225    10.0  10.848777
226    13.0  10.842405
227    13.0  10.852328
228    14.0  11.501344
229    10.0  11.135755
230     8.0  11.009241
231    14.0  10.767140
232     8.0   9.739220
233    15.0  11.036336
234    11.0  10.607445
235     7.0   9.634055
236     9.0  10.629493
237     7.0   8.793264
238    12.0  11.259844
239    11.0  11.157813
240     7.0   9.429649
241     9.0   9.897964
242    15.0  11.188593
243     8.0  10.759946
244    10.0  11.082585
245    10.0  10.981357
246    10.0  11.030893
247    14.0  11.548182
248     9.0   9.599001
249     9.0   9.383262
250     9.0  11.019709
251     6.0   9.024383
252     9.0  10.130544
253    11.0   9.812697
254    11.0  10.671304
255     9.0  10.982075
256     9.0   8.778068
257    10.0  11.123073
258    10.0  10.819479
259    11.0  10.774669
260    10.0  10.481425
261    10.0   9.813469
262    13.0  11.473765
263     7.0   8.572979
264    10.0  10.606870
265    11.0  11.662071
266     9.0   9.998019
267     9.0  10.817868
268    10.0  11.881222
269     9.0  10.987021
270    12.0   9.356376
271     7.0  10.797981
272     9.0   9.252255
273    10.0  10.699430
274    10.0   8.782407
275    13.0  10.542760
276    10.0  10.613684
277     9.0   9.868028
278     9.0  10.354096
279    14.0  10.401760
280     9.0  10.601722
281    11.0  11.299277
282    11.0   8.757293
283    12.0   8.884291
284    10.0  11.623401
285     7.0   9.695981
286    11.0  11.005113
287     9.0  10.939395
288    10.0  11.109316
289    12.0  11.202164
290    13.0  10.678150
291    13.0  10.723710
292     9.0  11.526247
293    10.0  10.907171
294     9.0  10.603090
295    19.0  10.773831
296    18.0  11.232354
297     9.0  11.220325
298    19.0  10.471230
299    12.0   8.993564
300     8.0   9.141260
301    11.0  11.645823
302    13.0  11.020959
303    16.0  11.134604
304     8.0  11.111343
305     8.0   8.605783
306     9.0  11.055287
307    11.0   9.947246
308     9.0  11.600394
309    12.0  10.836481
310     8.0   9.188107
311    13.0  10.621955
312    11.0  10.145104
313     8.0   9.249010
314     9.0  10.876868
315     8.0   8.598298
316     8.0   9.445796
317     8.0   9.988299
318     6.0   8.753790
319     8.0   9.847365
320    10.0   8.799256
321     9.0   9.758881
322     8.0   9.473792
323    12.0  10.997467
324    10.0  10.562311
325     7.0   9.130193
326     8.0  10.760819
327     9.0   9.716048
328     7.0   9.045344
329    11.0   9.985284
330    11.0  10.923904
331    11.0  11.097296
332    13.0  11.832370
333     7.0   8.915587
334     8.0  10.612090
335    10.0  11.308480
336     9.0  10.961632
337    11.0  11.236215
338     5.0   8.638195
339     8.0   9.613925
340     7.0   9.735793
341    11.0  11.321025
342    10.0  11.260457
343     7.0   8.933196
344    10.0   9.983414
345     6.0   8.705998
346    11.0  11.372592
347     8.0   9.599642
348    12.0  11.841831
349     6.0   8.551928
350     8.0  10.386355
351    11.0  11.072006
352     9.0  11.013258
353     9.0  11.207207
354     9.0   9.971133
355     8.0  10.278137
356    15.0  10.993966
357     8.0  10.651945
358    11.0   9.066741
359    10.0   9.723851
360    10.0   8.766815
361    12.0  10.793758
362    10.0  11.212918
363    11.0  10.498189
364    16.0  11.389270
365    13.0  10.439803
366    11.0  10.730097
367     9.0  10.578606
368    10.0  11.065603
369    10.0  11.037072
370     8.0  10.426336
371     8.0  10.589079
372     9.0   9.479680
373    13.0  10.150962
374     9.0  11.305907
375     9.0   9.943332
376     8.0  10.903426
377     5.0   8.644096
378    11.0   9.964215
379    10.0  10.457340
380     8.0   9.322322
381     7.0   8.738532
382     8.0   9.080670
383     7.0   9.050418
384    11.0  10.417823
385    10.0  10.346503
386    14.0   9.899075
387    10.0  11.108557
388     7.0   9.000016
389    12.0  11.143486
390     7.0   8.647666
391     9.0  10.875615
392     6.0   8.558199
393    13.0  11.597635
394     9.0  10.574307
395     3.0   8.522940
396    13.0  10.653109
397     9.0  11.265171
398    12.0  11.008033
399    13.0   9.889239
400     9.0  11.033508
401    10.0  10.524199
402    16.0  11.236715
403     9.0  11.500231
404     9.0  10.800401
405    10.0   9.740452
406    10.0  10.875576
407    11.0   9.268784
408    15.0  11.260929
409     5.0   8.558251
410    12.0  10.442909
411     9.0  10.973034
412     6.0   8.682407
413    11.0  10.635939
414    15.0  11.254419
415     8.0  10.910882
416    13.0  10.236129
417    18.0  11.116638
418     7.0   9.185779
419    11.0  11.178892
420    10.0   9.134401
421    10.0  10.775650
422    10.0  11.306326
423    16.0  11.370029
424    12.0   9.421833
425     9.0  10.560482
426    15.0  10.948708
427    10.0  11.013864
428    14.0  10.797398
429    17.0  11.220419
430     9.0  11.199979
431     9.0   9.657903
432     7.0  10.153000
433    10.0   8.777226
434     6.0   8.908841
435    10.0  10.269730
436    10.0  10.111996
437    13.0  11.353107
438    10.0  10.783817
439    10.0  10.219669
440    12.0  10.921578
441    10.0  11.026571
442     6.0   8.753736
443     6.0   8.601060
444     4.0   8.584629
445     5.0   8.624816
446     9.0   9.128450
447     9.0  10.688561
448     6.0   8.719098
449    10.0  10.158623
450    10.0  10.482845
451    13.0  11.096014
452    10.0  10.847045
453    10.0  10.459381
454     9.0   9.504362
455    13.0   9.604022
456     8.0   9.230595
457    18.0  11.576563
458    15.0  11.289989
459    10.0   8.818375
460     5.0   8.646304
461    10.0  10.168523
462     9.0  11.215702
463    11.0  11.174582
464    11.0  10.801514
465    11.0   8.753511
466    16.0  11.310492
467    13.0  11.200331
468    10.0  11.517111
469     8.0  11.236088
470    15.0  10.179498
471    19.0  10.624413
472     7.0   8.617167
473    11.0  11.546381
474    11.0  11.242829
475     8.0   9.510282
